AgentID,AgentName,Email,TeamLead,Department,Role,TicketID,CustomerID,Status,ResolutionTime,Priority,Category,CreatedDate,ResolvedDate,ResolutionMinutes
A050,Agent_50,agent50@company.com,TL01,Support,Support Agent,T10196,C8959,Resolved,1,High,General,2026-01-01 09:52:00,2026-01-01 10:14:00,71
A036,Agent_36,agent36@company.com,TL07,Support,Support Agent,T10197,C2750,Resolved,1,Low,General,2026-01-01 09:08:00,2026-01-01 10:22:00,116
A019,Agent_19,agent19@company.com,TL12,Support,Support Agent,T10200,C4243,Resolved,0,High,General,2026-01-01 09:42:00,2026-01-01 10:45:00,4
A007,Agent_7,agent7@company.com,TL08,Support,Support Agent,T10201,C3766,Resolved,1,Medium,Account,2026-01-01 09:57:00,2026-01-01 10:41:00,110
A009,Agent_9,agent9@company.com,TL12,Support,Support Agent,T10205,C9135,Resolved,1,High,General,2026-01-01 09:23:00,2026-01-01 10:47:00,95
A003,Agent_3,agent3@company.com,TL04,Support,Support Agent,T10206,C5452,Resolved,1,High,General,2026-01-01 09:59:00,2026-01-01 10:58:00,114
A027,Agent_27,agent27@company.com,TL08,Support,Support Agent,T10207,C2073,Resolved,1,Low,Technical,2026-01-01 09:12:00,2026-01-01 10:44:00,64
A037,Agent_37,agent37@company.com,TL08,Support,Support Agent,T10208,C2240,Resolved,1,Medium,General,2026-01-01 09:38:00,2026-01-01 10:06:00,82
A032,Agent_32,agent32@company.com,TL03,Support,Support Agent,T10210,C2209,Resolved,1,High,Account,2026-01-01 09:40:00,2026-01-01 10:27:00,113
A044,Agent_44,agent44@company.com,TL05,Support,Support Agent,T10212,C3922,Resolved,1,Low,General,2026-01-01 09:25:00,2026-01-01 10:23:00,86
A017,Agent_17,agent17@company.com,TL08,Support,Support Agent,T10215,C3496,Resolved,0,High,Technical,2026-01-01 09:49:00,2026-01-01 10:30:00,57
A011,Agent_11,agent11@company.com,TL02,Support,Support Agent,T10216,C3104,Resolved,0,Low,Account,2026-01-01 09:35:00,2026-01-01 10:13:00,39
A035,Agent_35,agent35@company.com,TL06,Support,Support Agent,T10217,C5866,Resolved,1,High,General,2026-01-01 09:21:00,2026-01-01 10:56:00,109
A043,Agent_43,agent43@company.com,TL04,Support,Support Agent,T10218,C3825,Resolved,1,Low,Account,2026-01-01 09:08:00,2026-01-01 10:34:00,84
A036,Agent_36,agent36@company.com,TL07,Support,Support Agent,T10220,C2269,Resolved,0,Medium,Billing,2026-01-01 09:52:00,2026-01-01 10:47:00,20
A039,Agent_39,agent39@company.com,TL12,Support,Support Agent,T10223,C4528,Resolved,1,Low,Billing,2026-01-01 09:34:00,2026-01-01 10:51:00,72
A001,Agent_1,agent1@company.com,TL02,Support,Support Agent,T10227,C9235,Resolved,0,Medium,General,2026-01-01 09:13:00,2026-01-01 10:00:00,10
A032,Agent_32,agent32@company.com,TL03,Support,Support Agent,T10229,C8742,Resolved,1,High,General,2026-01-01 09:46:00,2026-01-01 10:12:00,110
A016,Agent_16,agent16@company.com,TL07,Support,Support Agent,T10233,C8241,Resolved,1,Low,Account,2026-01-01 09:10:00,2026-01-01 10:21:00,90
A018,Agent_18,agent18@company.com,TL09,Support,Support Agent,T10235,C6943,Resolved,1,Medium,Account,2026-01-01 09:35:00,2026-01-01 10:49:00,65
A019,Agent_19,agent19@company.com,TL12,Support,Support Agent,T10238,C1051,Resolved,0,High,Technical,2026-01-01 09:22:00,2026-01-01 10:54:00,17
A029,Agent_29,agent29@company.com,TL12,Support,Support Agent,T10240,C3749,Resolved,1,Low,Technical,2026-01-01 09:06:00,2026-01-01 10:19:00,100
A036,Agent_36,agent36@company.com,TL07,Support,Support Agent,T10242,C2440,Resolved,0,High,General,2026-01-01 09:32:00,2026-01-01 10:32:00,51
A031,Agent_31,agent31@company.com,TL02,Support,Support Agent,T10243,C7420,Resolved,1,Medium,Technical,2026-01-01 09:32:00,2026-01-01 10:21:00,71
A017,Agent_17,agent17@company.com,TL08,Support,Support Agent,T10245,C3603,Resolved,0,Low,General,2026-01-01 09:00:00,2026-01-01 10:44:00,22
A033,Agent_33,agent33@company.com,TL04,Support,Support Agent,T10249,C7882,Resolved,0,High,Account,2026-01-01 09:36:00,2026-01-01 10:01:00,6
A001,Agent_1,agent1@company.com,TL02,Support,Support Agent,T10250,C1323,Resolved,1,Medium,General,2026-01-01 09:30:00,2026-01-01 10:54:00,77
A040,Agent_40,agent40@company.com,TL01,Support,Support Agent,T10251,C3077,Resolved,1,Medium,Billing,2026-01-01 09:22:00,2026-01-01 10:34:00,90
A032,Agent_32,agent32@company.com,TL03,Support,Support Agent,T10253,C2835,Resolved,0,Low,General,2026-01-01 09:36:00,2026-01-01 10:51:00,55
A046,Agent_46,agent46@company.com,TL07,Support,Support Agent,T10255,C9078,Resolved,1,High,Billing,2026-01-01 09:42:00,2026-01-01 10:55:00,96
A009,Agent_9,agent9@company.com,TL12,Support,Support Agent,T10256,C1542,Resolved,0,Medium,General,2026-01-01 09:15:00,2026-01-01 10:40:00,23
A030,Agent_30,agent30@company.com,TL01,Support,Support Agent,T10260,C3978,Resolved,1,High,Billing,2026-01-01 09:33:00,2026-01-01 10:37:00,60
A022,Agent_22,agent22@company.com,TL03,Support,Support Agent,T10262,C1641,Resolved,0,Medium,Technical,2026-01-01 09:05:00,2026-01-01 10:34:00,48
A032,Agent_32,agent32@company.com,TL03,Support,Support Agent,T10263,C6386,Resolved,1,Low,Technical,2026-01-01 09:09:00,2026-01-01 10:15:00,115
A035,Agent_35,agent35@company.com,TL06,Support,Support Agent,T10267,C1311,Resolved,0,Low,Technical,2026-01-01 09:52:00,2026-01-01 10:47:00,27
A025,Agent_25,agent25@company.com,TL06,Support,Support Agent,T10268,C1520,Resolved,0,High,General,2026-01-01 09:51:00,2026-01-01 10:06:00,2
A011,Agent_11,agent11@company.com,TL02,Support,Support Agent,T10271,C5958,Resolved,0,High,Billing,2026-01-01 09:28:00,2026-01-01 10:20:00,38
A047,Agent_47,agent47@company.com,TL08,Support,Support Agent,T10276,C3229,Resolved,1,Medium,Technical,2026-01-01 09:34:00,2026-01-01 10:21:00,113
A040,Agent_40,agent40@company.com,TL01,Support,Support Agent,T10278,C8563,Resolved,1,Medium,General,2026-01-01 09:28:00,2026-01-01 10:46:00,114
A010,Agent_10,agent10@company.com,TL01,Support,Support Agent,T10281,C9401,Resolved,0,High,Technical,2026-01-01 09:35:00,2026-01-01 10:17:00,7
A030,Agent_30,agent30@company.com,TL01,Support,Support Agent,T10282,C4630,Resolved,0,High,Technical,2026-01-01 09:59:00,2026-01-01 10:18:00,3
A023,Agent_23,agent23@company.com,TL04,Support,Support Agent,T10285,C8042,Resolved,0,Medium,Account,2026-01-01 09:56:00,2026-01-01 10:31:00,34
A050,Agent_50,agent50@company.com,TL01,Support,Support Agent,T10287,C6570,Resolved,1,High,Technical,2026-01-01 09:21:00,2026-01-01 10:36:00,75
A022,Agent_22,agent22@company.com,TL03,Support,Support Agent,T10288,C9751,Resolved,0,High,Technical,2026-01-01 09:40:00,2026-01-01 10:45:00,38
A041,Agent_41,agent41@company.com,TL02,Support,Support Agent,T10289,C7379,Resolved,0,Low,Technical,2026-01-01 09:39:00,2026-01-01 10:22:00,18
A028,Agent_28,agent28@company.com,TL09,Support,Support Agent,T10290,C8846,Resolved,0,Low,Billing,2026-01-01 09:37:00,2026-01-01 10:18:00,18
A027,Agent_27,agent27@company.com,TL08,Support,Support Agent,T10291,C2290,Resolved,0,High,General,2026-01-01 09:42:00,2026-01-01 10:31:00,17
A029,Agent_29,agent29@company.com,TL12,Support,Support Agent,T10292,C9758,Resolved,1,High,Account,2026-01-01 09:18:00,2026-01-01 10:00:00,103
A001,Agent_1,agent1@company.com,TL02,Support,Support Agent,T10293,C4891,Resolved,0,High,Account,2026-01-01 09:29:00,2026-01-01 10:40:00,2
A028,Agent_28,agent28@company.com,TL09,Support,Support Agent,T10294,C1788,Resolved,1,High,Account,2026-01-01 09:03:00,2026-01-01 10:54:00,96
A048,Agent_48,agent48@company.com,TL09,Support,Support Agent,T10295,C6675,Resolved,1,Low,Account,2026-01-01 09:13:00,2026-01-01 10:08:00,78
A043,Agent_43,agent43@company.com,TL04,Support,Support Agent,T10296,C8566,Resolved,0,Medium,Billing,2026-01-01 09:41:00,2026-01-01 10:56:00,36
A023,Agent_23,agent23@company.com,TL04,Support,Support Agent,T10298,C2825,Resolved,1,High,Account,2026-01-01 09:08:00,2026-01-01 10:57:00,83
A008,Agent_8,agent8@company.com,TL09,Support,Support Agent,T10299,C5688,Resolved,1,High,Billing,2026-01-01 09:16:00,2026-01-01 10:57:00,93
A005,Agent_5,agent5@company.com,TL06,Support,Support Agent,T10300,C4246,Resolved,1,High,Account,2026-01-01 09:13:00,2026-01-01 10:16:00,108
A012,Agent_12,agent12@company.com,TL03,Support,Support Agent,T10303,C1550,Resolved,0,Medium,Technical,2026-01-01 09:12:00,2026-01-01 10:11:00,34
A018,Agent_18,agent18@company.com,TL09,Support,Support Agent,T10307,C8036,Resolved,1,Low,Technical,2026-01-01 09:58:00,2026-01-01 10:28:00,99
A013,Agent_13,agent13@company.com,TL04,Support,Support Agent,T10312,C5405,Resolved,0,Medium,Billing,2026-01-01 09:23:00,2026-01-01 10:42:00,0
A015,Agent_15,agent15@company.com,TL06,Support,Support Agent,T10313,C7103,Resolved,0,Low,Billing,2026-01-01 09:06:00,2026-01-01 10:58:00,33
A026,Agent_26,agent26@company.com,TL07,Support,Support Agent,T10314,C9836,Resolved,0,High,Billing,2026-01-01 09:24:00,2026-01-01 10:01:00,17
A028,Agent_28,agent28@company.com,TL09,Support,Support Agent,T10316,C9024,Resolved,1,Medium,Technical,2026-01-01 09:14:00,2026-01-01 10:11:00,69
A029,Agent_29,agent29@company.com,TL12,Support,Support Agent,T10318,C3132,Resolved,0,High,Billing,2026-01-01 09:59:00,2026-01-01 10:11:00,35
A045,Agent_45,agent45@company.com,TL06,Support,Support Agent,T10322,C3581,Resolved,0,High,Account,2026-01-01 09:57:00,2026-01-01 10:04:00,50
A012,Agent_12,agent12@company.com,TL03,Support,Support Agent,T10323,C6033,Resolved,1,High,Technical,2026-01-01 09:17:00,2026-01-01 10:31:00,113
A048,Agent_48,agent48@company.com,TL09,Support,Support Agent,T10325,C3921,Resolved,1,Low,Billing,2026-01-01 09:57:00,2026-01-01 10:15:00,83
A032,Agent_32,agent32@company.com,TL03,Support,Support Agent,T10328,C6916,Resolved,1,High,Account,2026-01-01 09:19:00,2026-01-01 10:43:00,63
A005,Agent_5,agent5@company.com,TL06,Support,Support Agent,T10331,C7472,Resolved,1,High,Technical,2026-01-01 09:20:00,2026-01-01 10:45:00,63
A034,Agent_34,agent34@company.com,TL05,Support,Support Agent,T10335,C4152,Resolved,0,Low,General,2026-01-01 09:53:00,2026-01-01 10:57:00,45
A034,Agent_34,agent34@company.com,TL05,Support,Support Agent,T10337,C4873,Resolved,0,Medium,General,2026-01-01 09:12:00,2026-01-01 10:54:00,58
A041,Agent_41,agent41@company.com,TL02,Support,Support Agent,T10340,C7982,Resolved,1,Medium,General,2026-01-01 09:32:00,2026-01-01 10:16:00,77
A027,Agent_27,agent27@company.com,TL08,Support,Support Agent,T10341,C7767,Resolved,0,Low,Billing,2026-01-01 09:03:00,2026-01-01 10:12:00,23
A035,Agent_35,agent35@company.com,TL06,Support,Support Agent,T10343,C2226,Resolved,1,High,Technical,2026-01-01 09:51:00,2026-01-01 10:11:00,83
A018,Agent_18,agent18@company.com,TL09,Support,Support Agent,T10348,C7428,Resolved,1,High,Account,2026-01-01 09:47:00,2026-01-01 10:14:00,63
A005,Agent_5,agent5@company.com,TL06,Support,Support Agent,T10351,C1258,Resolved,1,High,General,2026-01-01 09:41:00,2026-01-01 10:19:00,78
A007,Agent_7,agent7@company.com,TL08,Support,Support Agent,T10357,C9696,Resolved,0,High,General,2026-01-01 09:45:00,2026-01-01 10:20:00,22
A010,Agent_10,agent10@company.com,TL01,Support,Support Agent,T10358,C1034,Resolved,1,Low,Account,2026-01-01 09:21:00,2026-01-01 10:25:00,87
A040,Agent_40,agent40@company.com,TL01,Support,Support Agent,T10359,C5792,Resolved,0,Medium,Account,2026-01-01 09:10:00,2026-01-01 10:56:00,30
A038,Agent_38,agent38@company.com,TL09,Support,Support Agent,T10360,C1150,Resolved,0,Low,Billing,2026-01-01 09:39:00,2026-01-01 10:13:00,51
A032,Agent_32,agent32@company.com,TL03,Support,Support Agent,T10362,C6592,Resolved,1,Low,General,2026-01-01 09:07:00,2026-01-01 10:54:00,67
A036,Agent_36,agent36@company.com,TL07,Support,Support Agent,T10364,C5158,Resolved,0,Medium,Account,2026-01-01 09:55:00,2026-01-01 10:44:00,5
A026,Agent_26,agent26@company.com,TL07,Support,Support Agent,T10368,C8162,Resolved,0,Low,General,2026-01-01 09:00:00,2026-01-01 10:24:00,30
